prompt_id,section_h1,section_h2,section_h3,table_id,row_index,prompt_column_header,prompt_text,source_url
39,E-commerce/Advertising,,,B40wdHLMMoWgOqxWQnGc0mW8nsh,15,prompt,"Refer to the advertising creativity of the video, use the provided short-sleeve picture, and refer to the picture of wool and the texture picture of the clothing fabric, and match it with the following advertising words ""As if lying on the clouds, 100% cotton content., warm in winter and cool in summer, washable and wearable, comfortable and breathable"" to generate a new short-sleeved advertising video.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
40,E-commerce/Advertising,,,B40wdHLMMoWgOqxWQnGc0mW8nsh,16,prompt,"Please create a 10-second promotional video for Chaoshan Kung Fu Tea based on Figure 1. It needs to reflect ""Jiamu Chengming, Phoenix Dancong, good mountains, good water, good Kung Fu, Chaozhou Kung Fu Tea"". The content is creative and highlights the atmosphere of Kung Fu Tea. The size is 9:16 and the duration is 10s.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
41,E-commerce/Advertising,,,B40wdHLMMoWgOqxWQnGc0mW8nsh,17,prompt,"Help me create a creative advertising blockbuster for peanut butter, refer to the video I provided for creation",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
42,E-commerce/Advertising,,,B40wdHLMMoWgOqxWQnGc0mW8nsh,18,prompt,"Generate a 15-second realistic food documentary short film based on photos of Cantonese morning tea. The picture uses a 16:9 wide screen with real and natural tones. The camera focuses on the cooking process of Cantonese-style morning tea and the dining table. The wooden dining table, steamer, and warm lighting create a cordial family atmosphere. The chef's hands and forearms move naturally, ensuring that each shot is concise and powerful, and the duration is controlled at 2 seconds.\nAudio requirements:\nProhibited items:",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
43,E-commerce/Advertising,,,B40wdHLMMoWgOqxWQnGc0mW8nsh,19,prompt,"High-end texture and fresh movie style. The shot starts from a medium shot. The young man in picture 1, the young woman in picture 2, the father in picture 3 and the mother in picture 4 are snuggled comfortably on the large soft sand-colored piano key sofa in picture 5. They were all dressed in casual loungewear, smiling and talking casually. The camera zooms back at a very slow speed, gradually showing the entire picture 5. The picture has warm tones and bright light, full of a happy and relaxing family atmosphere.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
44,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,1,prompt,"15-second health science video, 0-5 seconds. Transparent blue human upper body. The camera slowly advances from the chest to a clear artery. The blood flows smoothly and the color is clean and bluish.\n5–10 seconds. The symbolic milk tea sugar and fat particles enter the blood. The camera follows the blood flow. The blood gradually thickens, and light yellow lipids begin to adhere to the inner walls of the blood vessels.\nIn 10–15 seconds, the lumen of the blood vessel becomes significantly narrower, the flow rate decreases, the contrast picture forms a ""before vs. now"" state difference, and the overall color of the picture becomes darker.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
45,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,2,prompt,"Ultra-realistic 4K medical CGI movie style, translucent blue upper body of human body, vascular system clearly visible. The camera slowly advances into a clean artery, with blood flowing smoothly, and cold clinical lighting creates a comfortable atmosphere. In the middle of the picture, the sugar and fat particles in the symbolic milk tea are dissolved in the blood. The camera follows the blood along the blood vessels. As the blood viscosity increases, yellow lipid deposits gradually adhere to the inner walls of the blood vessels, and the elasticity of the blood vessels slightly decreases. Finally, the blood flow slows down, the lumen of the blood vessels narrows, and the light turns to a slightly dim tone, creating an educational and warning atmosphere. The physiological transition is natural and smooth, and the 15-second health science short film.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
46,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,3,prompt,"Ultra-realistic 4K medical CGI technology presents a translucent blue human body sitting in a sitting posture. The lens focuses on the legs. Under bright lights, the veins and blood flow are smooth. Over time, blood flow in the lower limbs slows down, venous congestion increases, and muscle fibers gradually lose their vitality. The lens moves upward to the abdomen and heart, metabolic indicators drop, and blood circulation becomes less efficient. The video adopts a calm yet cautionary educational tone and presents realistic visualization of anatomical structures. It is a 15-second film-level science short film.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
47,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,4,prompt,"A 15-second health science short film, 0-5 seconds in which the brain is suspended in a dark space, with stable overall neural activity and soft blue light.\n5–10 seconds The amygdala area suddenly lights up red-orange, and the nerve electrical signals are dense and chaotic.\nAt 10–15 seconds, the brightness of the prefrontal cortex decreases, the camera circles the brain, and the overall rhythm becomes tense and oppressive.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
48,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,5,prompt,"Ultra-realistic 4K medical CGI technology presents a translucent human torso, with the heart clearly visible and a steady heartbeat under soft blue light. As light exercise begins, the heart rate gradually accelerates, the beating becomes stronger and more rhythmic, and the camera slowly advances to the heart. Finally, the blood flow accelerates, the oxygen particles emit a brighter light, a vibrant yet clear medical visualization, and a 15-second fitness video that is positive and full of scientific atmosphere.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
49,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,6,prompt,"A 15-second health science short film, 0-5 seconds in which the brain is suspended in a dark space, with stable overall neural activity and soft blue light.\n5–10 seconds The amygdala area suddenly lights up red-orange, and the nerve electrical signals are dense and chaotic.\nAt 10–15 seconds, the brightness of the prefrontal cortex decreases, the camera circles the brain, and the overall rhythm becomes tense and oppressive.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
50,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,7,prompt,"Ultra-realistic 4K medical CGI close-ups reveal synapses, presenting a cool translucent brain environment with smooth initial release of neurotransmitters. With depression, serotonin and dopamine granules decrease, synaptic clefts slightly widen, and signaling slows. Eventually the picture gradually darkens and the action slows down, creating an introspective and scientific atmosphere. This is a 15-second cinematic neuroscience popular science film.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
51,Popular science teaching,Popular science animation,,JB3hdNc47opmAixdRAfc06OpnFc,8,prompt,"The ultra-realistic 4K medical CGI microscopic image shows the microscopic view of human cells: slightly dehydrated cells appear dim and shrunken. As water molecules flow in, the cell membrane expands and the cell structure becomes plump and elastic. Finally, nutrient exchange accelerates and the organelles glow softly. This bright, refreshing and visually impactful health science visualization lasts 15 seconds.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
52,Other ways to play,AI MV,,JWvpdooUYoveL5xfUoBc8mofnTb,1,prompt,"K-pop girl group’s 13-second MV storyboard prompts:\nVideo style: Aspect ratio: Widescreen 2.35:1\nFrame rate: 24fps\nColor palette: modern, bright, high-saturation tones, vibrant neon colors, warm and cold contrasts.\nDepth of field: Shallow depth of field, highlighting the lead singer and dance movements, with the background slightly blurred\nThe mood of the picture: full of energy, fashion sense, and futuristic sense, integrating fast dance shots and strong visual impact.\nClip:\nDuration: 13 seconds, edited into 8 short shots, each shot is 1.5 seconds, and the final shot is frozen for 0.5 seconds.\nFast and hard cutting, fast rhythm, enhanced dynamic and visual impact.\nStoryboard:\nShot 1:\nScene: A modern stage, with bright neon lights illuminating the entire background. The four girl group members stand in front of the stage with strong confidence, and the camera moves rapidly from bottom to top.\nAction: The lead singer stands in front, and other members stand on both sides and behind her. The background light flashes, and the atmosphere is tense and powerful.\nSound effect: K-pop's strong rhythm electronic music is introduced, full of percussion and driven by the beat.\nShot 2:\nScene: The camera cuts to the lead singer, wearing exquisite makeup and distinctive clothing. The camera captures her eyes, full of charm and confidence.\nAction: The lead singer's eyes are sharp, and she gently swings her body while smiling. Then her hair flows, and the camera focuses on her expression.\nSound effects: The music's tempo crescendos, the bass starts to get stronger, and the background synth sounds increase.\nShot 3:\nScene: The camera zooms out, and the four members perform synchronized dance moves on the stage at the same time. Bright neon patterns and geometric shapes appear on the large screen in the background.\nAction: The members perform fast and powerful dance steps, with rapid switching of arm waving and footsteps.\nSound effects: The music speeds up, drum beats and electronic sound effects are integrated, and the synthesizers gradually become higher and higher.\nShot 4:\nScene: Quickly cut to another member, the camera focuses on her hands, her fingertips reflecting the highlights of the stage lights as she waves.\nMovement: She makes a special dance move, her fingers dance gracefully, and the camera follows the movement closely.\nSound Effects: Electronic rhythm enhancement, accompanied by clear dance steps and tapping sound effects of footsteps.\nShot 5:\nScene: The camera quickly cuts to the side, showing two members performing complex dance moves together, with neon lights flashing in the background.\nAction: The arms and legs of the two members move smoothly, the picture is full of tension and dynamics, and the movements are streamlined.\nSound effects: Notes beat with changes in movement, rapid electronic percussion sounds.\nShot 6:\nScene: Below the camera, the ground and stage lights are reflected, highlighting the members' shoes and footsteps, with neon lines flashing in the background.\nMovements: The members dance with fast steps, and their steps land accurately to the rhythm of the music.\nSound effects: Enhanced percussion and rhythm, dance footsteps and electronic synthesizers are closely combined.\nShot 7:\nScene: The camera quickly pans to the rear, where four members perform a difficult group dance on the background stage, and the background screen shows flowing light beams and geometric figures.\nMovement: The movements of the four members are perfectly coordinated, the dance is energetic, and the camera moves quickly to capture each member's precise movements.\nSound effects: Music climax, synthesizers and bass rhythms are combined, and electronic sound effects reach their peak.\nShot 8:\nScene: The last shot, the four members stand in a row, the background lights flash, the camera slowly advances, focusing on their faces and confident expressions.\nAction: They smile and move in one go. The camera freezes on their faces, and the light and shadow gradually disappear.\nSound effects: The sound effects fade away, and the last harmony and rhythm sound effects slowly end.\nAudio:\nMusic: The electronic rhythm is strong, the bass and synthesizer sound effects are intertwined, full of modern and futuristic sense, strong rhythm and full of energy.Percussion instruments are incorporated into the background music, and electronic sound effects and synthesizers are constantly changing.\nSound effects: Clear dance sounds, echoes of melody and percussion, and background synthesizer sound effects appear alternately to increase the visual impact.\nProhibited:\nAny instruments that are too soft or slow tempos.\nExcessive text, subtitles, logos or watermarks.\nDon’t use elements of country or folk music, keep the vibe modern and trendy.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
53,Other ways to play,AI MV,,JWvpdooUYoveL5xfUoBc8mofnTb,2,prompt,"Keywords: Footsteps, breathing, and clothing friction are more realistic, and the look and feel is more ""live""\nglobal parent prompt word\n2.35:1, 24fps, 15 seconds, 8 shots hard cut\nNeon high saturation contrast between warm and cold, modern stage\nShallow depth of field highlights action, clear action, and realistic motion blur\nSound design is a priority: the sounds of dance steps, sole friction, breathing, and clothing materials must be clear and consistent with the beat.\nText logo watermark is prohibited\n8 shots\n1. The camera is pushed in from a low position, the lights flash with the beat, and the stage ""seems like you can hear vibrations.""\n2. Close-up of the lead singer, breathing at the corners of the mouth and looking into the camera, with slight hair fluttering.\n3. Mid-shot of group dance, action breaks out, and footsteps begin to come in.\n4. Close-up of hands, gestures causing the sound of clothing and accessories.\n5. In the side view of the two people, the movements are more complex, the steps are closer, and the camera follows the movements.\n6. An extremely close-up shot of the footsteps, the landing point of the soles is completely synchronized with the drum beats, and neon lights are reflected on the ground.\n7. The climax of the group dance is panoramic, the footsteps and low-frequency kicks are superimposed, and the energy is full.\n8. Arrange the formation and freeze the close-up view for 0.5 seconds, and finish with the last sound of footsteps/smashing point.\nAudio/sound effects\nHarder low-frequency kick + high-frequency metal attack + sharp synthesizer lead\nEach shake of the mirror is accompanied by a short ""whoosh"" sound\nGive a ""smash point + short reverberation"" at the freeze frame",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
54,Other ways to play,AI MV,,JWvpdooUYoveL5xfUoBc8mofnTb,3,prompt,"Refer to the audio of video 1, and use Figures 1, 2, 3, and 4 as inspiration to create an emotional video.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
55,Other ways to play,AI Vlog,,SyyidoaKIoJ1W7xZktVclUfanbc,1,prompt,"Make a daily vlog of a 20-year-old Chinese male college student. The main character in the picture is reference picture 1. Imitate reference video 1 to continue VLOG creation, using fast editing, fragmented editing, cool and high-energy transitions and continuous dynamic rhythm for editing. Running in the city early in the morning, quickly shooting coffee, bread and cheese for breakfast, quickly editing the shower scene with splashing water and waving towels, shooting in the mirror after changing clothes, then going out, going to school, playing tennis after class, all the shots are edited very tightly, the pace is fast, the picture is dazzling and full of energy, the editing itself is the main style",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
56,Other ways to play,Video continuation,,My2sdBrOooicrrxApTjcAPU2n6g,1,prompt,"After the character’s phone is robbed, what actions will the character take next? Please expand the content to 15 seconds.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
57,Other ways to play,Video continuation,,My2sdBrOooicrrxApTjcAPU2n6g,2,prompt,"Referring to the form of yelling in @Video 2, extend the front part of @Video 1 to give it a prelude to a fight.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
58,Other ways to play,Video continuation,,My2sdBrOooicrrxApTjcAPU2n6g,3,prompt,"The horse composed of particles in Video 1 gradually becomes more concrete, and the particles become denser, gradually transitioning to Video 2. The horse in Video 2 gradually turns into Video 3 while running, and gradually dissipates. The picture is beautiful, and the background sound is the sound of horse hooves and technological particle sound effects.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
59,Other ways to play,Video continuation,,My2sdBrOooicrrxApTjcAPU2n6g,4,prompt,"The camera moves from end to end in 15 seconds, with no editing breakpoints throughout the entire process, and the New Year's festive atmosphere is full; in the opening video 1, the slow-motion camera is naturally connected to the kitchen door at an even speed, and smoothly transitions to the living room with lights and decorations, and is connected to video 2. The camera seamlessly pans to the living room window with window grilles, and then the slow-motion camera passes out from the window, smoothly connecting to the video 3 frames; the entire camera movement is smooth and coherent, and the speed is even and smooth without lag. , the picture incorporates New Year elements such as red lanterns to enhance the strong New Year atmosphere; the background sound is matched with festive New Year folk music (gong, drum, suona, dulcimer), the rhythm is brisk and fits the speed of the camera, interspersed with crisp opening sounds Environmental sound effects such as the sound of doors and window lattice, and the background sound is: ""Happy New Year, happy family, and auspicious Year of the Horse."" The overall ensures visual coherence and immersion from one shot to the end, and both the flavor of the year and the sense of atmosphere are fulfilled.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
60,Other ways to play,P video,,Xi44d2zLHo8q9fxETVwcHxpSnAd,1,prompt,Change the shooting angle of video 1 to a shot from behind. The lyrics and character characteristics remain unchanged. The background is an auditorium full of people.,https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
61,Other ways to play,P video,,Xi44d2zLHo8q9fxETVwcHxpSnAd,2,prompt,"Fixed lens, the central fisheye lens peeks down through the circular hole, refer to the fisheye lens in Video 1, a cute kitten wearing red New Year's clothes looks towards the camera with a smile on its lips. The background is a retro corridor with dark yellow walls and black and white polka dot floor tiles. Warm yellow wall lamps are dotted among them. The lens distortion brings a sense of space shrinkage. The scene is a fish-eye lens. The scene imitates the cat's eye on the door. The action refers to video 2. The kitten looks at the camera and says ""Happy New Year! Open the door, seedance is coming!""",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
62,Other ways to play,P video,,Xi44d2zLHo8q9fxETVwcHxpSnAd,3,prompt,"Referring to the content in the video, let the cat in the picture replace the cat wearing a blue hat in the middle of the radio broadcast to generate a 15-second video.",https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
63,Other ways to play,P video,,Xi44d2zLHo8q9fxETVwcHxpSnAd,4,prompt,Remove the camera lens in the mirror in Video 1,https://bytedance.larkoffice.com/wiki/LJXzwehluiFdzKkb1recZdfonZg
